java.lang.ref.Reference$ReferenceHandler.run;java.lang.ref.Reference.processPendingReferences;java.lang.ref.Reference.waitForReferencePendingList,0.0000
java_shootout_benchmarks.n_body.nbody.main;java_shootout_benchmarks.n_body.nbody.nbody;java.io.PrintStream.printf;java.io.PrintStream.format;java.util.Formatter.format;java.util.Formatter$FormatSpecifier.print;java.util.Formatter$FormatSpecifier.printFloat;java.util.Formatter$FormatSpecifier.print;java.util.Formatter$FormatSpecifier.appendJustified;java.io.PrintStream.append;java.io.PrintStream.append;java.io.PrintStream.print;java.io.PrintStream.write;java.io.OutputStreamWriter.flushBuffer;sun.nio.cs.StreamEncoder.flushBuffer;sun.nio.cs.StreamEncoder.implFlushBuffer;sun.nio.cs.StreamEncoder.writeBytes;java.io.PrintStream.write;java.io.BufferedOutputStream.flush;java.io.BufferedOutputStream.flushBuffer;java.io.FileOutputStream.write;java.io.FileOutputStream.writeBytes,1.1134
