java.lang.ref.Reference$ReferenceHandler.run;java.lang.ref.Reference.processPendingReferences;java.lang.ref.Reference.waitForReferencePendingList,0.0000
java_shootout_benchmarks.n_body.nbody.main;java_shootout_benchmarks.n_body.nbody.nbody;java.io.PrintStream.printf;java.io.PrintStream.format;java.util.Formatter.format;java.util.Formatter$FormatSpecifier.print;java.util.Formatter$FormatSpecifier.printFloat;java.util.Formatter$FormatSpecifier.print;java.util.Formatter$FormatSpecifier.print;jdk.internal.math.FormattedFloatingDecimal.<clinit>;jdk.internal.math.FormattedFloatingDecimal$1.<init>;java.lang.ThreadLocal.<init>;java.lang.ThreadLocal.nextHashCode;java.util.concurrent.atomic.AtomicInteger.getAndAdd;jdk.internal.misc.Unsafe.getAndAddInt;jdk.internal.misc.Unsafe.weakCompareAndSetInt;jdk.internal.misc.Unsafe.compareAndSetInt,2.5419
