java.lang.ref.Reference$ReferenceHandler.run;java.lang.ref.Reference.processPendingReferences;java.lang.ref.Reference.waitForReferencePendingList,0.0000
java_shootout_benchmarks.binary_trees.binarytrees.main;java_shootout_benchmarks.binary_trees.binarytrees.stretch;java.lang.invoke.MethodHandleNatives.linkCallSite;java.lang.invoke.MethodHandleNatives.linkCallSiteImpl;java.lang.invoke.CallSite.makeSite;java.lang.invoke.BootstrapMethodInvoker.invoke;java.lang.invoke.Invokers$Holder.invokeExact_MT;java.lang.invoke.DelegatingMethodHandle$Holder.delegate;java.lang.invoke.DirectMethodHandle$Holder.invokeStatic;java.lang.invoke.StringConcatFactory.makeConcatWithConstants;java.lang.invoke.StringConcatFactory.generateMHInlineCopy;java.lang.invoke.MethodHandles.dropArguments;java.lang.invoke.MethodHandles.dropArguments0;java.lang.invoke.LambdaFormEditor.addArgumentForm;java.lang.invoke.LambdaFormBuffer.startEdit;java.util.Arrays.copyOf,0.0066
