1740184185,0.0000
1740184184,0.0000
1740184187,0.0000
1740184188,0.0000
1740184190,0.0000
1740184177,0.0000
1740184176,0.0000
1740184179,0.0000
1740184180,0.0000
1740184182,0.0000
1740184169,0.0000
1740184168,0.0000
1740184171,0.0000
1740184172,0.0000
1740184174,0.0000
1740184161,0.0000
1740184163,0.0000
1740184164,0.0000
1740184166,0.0000
1740184153,0.0000
1740184154,0.0000
1740184157,0.0000
1740184156,0.0000
1740184159,0.0000
1740184145,0.0000
1740184146,0.0000
1740184149,0.0000
1740184148,0.0000
1740184151,0.0000
1740184200,0.0000
1740184138,0.0000
1740184141,0.0000
1740184140,0.0000
1740184143,0.0000
1740184193,0.0000
1740184192,0.0000
1740184195,0.0000
1740184196,0.0000
1740184198,0.0000
